Date,IBGE6,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
2022-06-09,170035,10236,4649,3929
2022-06-09,170100,15864,7624,6173
2022-06-09,170215,6191,3116,2415
2022-06-09,170220,44760,22170,17119
2022-06-09,170230,11876,5549,4666
2022-06-09,170255,30765,15335,11897
2022-06-09,170270,5847,2537,2155
2022-06-09,170290,17003,8356,6550
2022-06-09,170300,14736,6688,5696
2022-06-09,170305,5203,2495,2084
2022-06-09,170310,8506,4064,3351
2022-06-09,170330,5837,2755,2255
2022-06-09,170360,3685,1580,1444
2022-06-09,170370,7928,3721,3063
2022-06-09,170380,12371,5792,4842
2022-06-09,170384,11485,5913,4550
2022-06-09,170388,4751,2285,1895
2022-06-09,170410,4089,1808,1614
2022-06-09,170460,2552,1172,990
2022-06-09,170510,5355,2431,2055
2022-06-09,170610,10557,4698,3980
2022-06-09,170650,7616,3766,2802
2022-06-09,170710,12852,6245,5024
2022-06-09,170720,10962,4879,4018
2022-06-09,170730,7778,3531,2927
2022-06-09,170740,12665,6102,4798
2022-06-09,170755,6378,2838,2423
2022-06-09,170825,6666,3109,2757
2022-06-09,170900,17191,8262,6537
2022-06-09,170930,41990,19632,16140
2022-06-09,171050,12298,5691,4685
2022-06-09,171150,7033,3170,2774
2022-06-09,171245,4651,2193,1813
2022-06-09,171250,7713,3749,3031
2022-06-09,171280,5078,2532,1930
2022-06-09,171330,22709,10628,8897
2022-06-09,171380,8812,4101,3458
2022-06-09,171395,5495,2455,2085
2022-06-09,171420,13662,6368,5335
2022-06-09,171510,5135,2531,1918
2022-06-09,171570,6516,3353,2661
2022-06-09,171575,12131,5490,4735
2022-06-09,171620,16639,7598,6621
2022-06-09,171670,14831,6909,5968
2022-06-09,171720,5730,2911,2144
2022-06-09,171750,10772,4496,3943
2022-06-09,171790,11008,5229,4424
2022-06-09,171800,5053,2186,1978
2022-06-09,171830,10414,5226,4026
2022-06-09,171840,6140,2787,2363
2022-06-09,171850,5627,2682,2199
2022-06-09,171870,4586,2144,1795
2022-06-09,171875,8736,3891,3204
2022-06-09,171880,7862,3788,3113
2022-06-09,171884,5872,2790,2352
2022-06-09,171886,12143,5733,4615
2022-06-09,171900,5411,2334,2126
2022-06-09,172000,5081,2196,2026
2022-06-09,172025,4601,1984,1777
2022-06-09,172030,7423,3460,2960
2022-06-09,172080,15730,7380,6196
2022-06-09,172085,3793,1706,1487
2022-06-09,172090,28809,12107,10981
2022-06-09,172093,4311,1751,1618
2022-06-09,172097,6409,2831,2562
2022-06-09,172110,9500,4510,3597
2022-06-09,172130,3163,1503,1249
2022-06-09,172208,15256,7206,5936
2022-06-09,172210,23884,11387,9243
2022-06-09,210015,21508,9710,8079
2022-06-09,210020,38256,16975,14042
2022-06-09,210047,45954,20882,17471
2022-06-09,210050,17132,8580,6240
2022-06-09,210055,10305,5183,3846
2022-06-09,210080,22185,11151,8319
2022-06-09,210083,27421,12563,10450
2022-06-09,210087,17187,7503,6330
2022-06-09,210125,26447,12060,9991
2022-06-09,210130,29287,13087,11159
2022-06-09,210150,37829,16456,13463
2022-06-09,210197,11010,5728,4162
2022-06-09,210203,30731,16402,12035
2022-06-09,210207,19090,8725,7583
2022-06-09,210215,14392,6630,5440
2022-06-09,210235,16604,8080,6616
2022-06-09,210255,19272,9065,7342
2022-06-09,210290,32514,15715,12650
2022-06-09,210317,25349,11821,9422
2022-06-09,210325,18154,8819,7065
2022-06-09,210355,19381,9442,7303
2022-06-09,210380,36318,16151,13829
2022-06-09,210405,38789,20135,14416
2022-06-09,210407,12159,5569,4644
2022-06-09,210410,20320,9951,8004
2022-06-09,210420,28041,13124,10532
2022-06-09,210430,14181,7096,5777
2022-06-09,210440,23814,11030,9083
2022-06-09,210450,17105,7911,6272
2022-06-09,210455,24559,12480,9604
2022-06-09,210460,22409,10081,8275
2022-06-09,210462,8739,4367,2846
2022-06-09,210467,33933,16357,12822
2022-06-09,210480,103276,50355,39247
2022-06-09,210500,38704,19316,14178
2022-06-09,210515,23788,10865,9033
2022-06-09,210535,14785,7353,5479
2022-06-09,210545,11341,5183,4111
2022-06-09,210547,20339,9307,7417
2022-06-09,210550,38794,18429,15219
2022-06-09,210560,17905,8677,6833
2022-06-09,210570,53771,25453,20481
2022-06-09,210590,22980,10839,8740
2022-06-09,210594,16721,7205,6426
2022-06-09,210596,15192,7406,5861
2022-06-09,210598,10682,5133,4281
2022-06-09,210600,23344,10632,8932
2022-06-09,210610,21188,9351,8085
2022-06-09,210620,8284,4560,3130
2022-06-09,210630,30760,12842,11192
2022-06-09,210635,8988,4549,3517
2022-06-09,210637,17640,8487,6746
2022-06-09,210650,38028,18349,14442
2022-06-09,210663,12994,5853,4928
2022-06-09,210667,10952,5080,4149
2022-06-09,210670,28166,13319,10733
2022-06-09,210675,26588,12513,9885
2022-06-09,210680,29855,12855,10782
2022-06-09,210690,39887,19257,14711
2022-06-09,210710,23693,11922,9179
2022-06-09,210725,10013,4513,3924
2022-06-09,210735,28833,12631,10548
2022-06-09,210740,27886,12136,10407
2022-06-09,210790,33771,14492,12717
2022-06-09,210810,25986,12683,9839
2022-06-09,210825,22852,11760,8378
2022-06-09,210845,29171,14151,11139
2022-06-09,210870,35633,17341,13527
2022-06-09,210880,29943,13416,11123
2022-06-09,210923,10688,4903,3973
2022-06-09,210927,24976,12151,9375
2022-06-09,210945,40324,19139,15657
2022-06-09,210955,12799,5868,4765
2022-06-09,210970,8699,4599,3574
2022-06-09,210975,8257,4100,3235
2022-06-09,211000,100855,50136,40043
2022-06-09,211003,34058,15863,12699
2022-06-09,211020,59798,27022,22722
2022-06-09,211027,18701,8584,7076
2022-06-09,211065,11195,5213,4284
2022-06-09,211080,9615,4097,3579
2022-06-09,211085,13929,6542,5419
2022-06-09,211090,20891,8777,7817
2022-06-09,211100,32703,14649,12508
2022-06-09,211153,14733,7284,5761
2022-06-09,211157,6258,3131,2440
2022-06-09,211160,33030,14924,12678
2022-06-09,211167,9861,4423,3636
2022-06-09,211170,32196,15225,12684
2022-06-09,211176,20220,10497,7352
2022-06-09,211178,13459,6448,4953
2022-06-09,211180,29599,13114,11301
2022-06-09,211190,18301,8793,7044
2022-06-09,211223,28736,13411,11133
2022-06-09,211260,46742,23463,18495
2022-06-09,211285,14487,6732,5533
2022-06-09,220020,34840,13938,12136
2022-06-09,220025,16791,6443,6082
2022-06-09,220027,11630,4510,4232
2022-06-09,220080,8142,3195,2947
2022-06-09,220105,15215,6646,5619
2022-06-09,220117,11273,4326,4133
2022-06-09,220130,5824,2416,2101
2022-06-09,220160,24431,9351,9258
2022-06-09,220180,11288,4047,3963
2022-06-09,220191,14303,6184,5190
2022-06-09,220192,12480,4842,4582
2022-06-09,220225,7120,2992,2659
2022-06-09,220245,9703,3682,3462
2022-06-09,220250,25355,9614,9106
2022-06-09,220255,12095,4964,4389
2022-06-09,220273,10191,4293,4047
2022-06-09,220275,15727,6208,5715
2022-06-09,220320,27468,11060,9891
2022-06-09,220325,9630,3981,3670
2022-06-09,220335,14409,5689,5128
2022-06-09,220342,11746,4644,4276
2022-06-09,220360,10833,4679,4217
2022-06-09,220375,12159,4722,4241
2022-06-09,220410,11398,4477,4068
2022-06-09,220435,14946,6070,5606
2022-06-09,220450,22564,8966,7964
2022-06-09,220455,11223,4464,4222
2022-06-09,220460,10066,3955,3627
2022-06-09,220490,19837,7507,7115
2022-06-09,220530,9288,4039,3332
2022-06-09,220545,11099,4657,4081
2022-06-09,220551,11514,5017,4261
2022-06-09,220552,11634,4650,4233
2022-06-09,220555,17511,7217,6620
2022-06-09,220557,15475,6261,5820
2022-06-09,220585,14406,6015,5315
2022-06-09,220590,11932,4735,4037
2022-06-09,220595,16122,6902,5898
2022-06-09,220600,11555,4585,4225
2022-06-09,220605,13162,5192,4609
2022-06-09,220630,2738,1151,973
2022-06-09,220650,20650,7653,7252
2022-06-09,220665,8768,3574,3223
2022-06-09,220672,9320,4555,3531
2022-06-09,220675,10756,4026,3833
2022-06-09,220680,17820,8473,6996
2022-06-09,220695,6820,2754,2511
2022-06-09,220710,6351,2495,2404
2022-06-09,220730,11020,4475,4046
2022-06-09,220740,11697,4846,4288
2022-06-09,220755,9142,3801,3303
2022-06-09,220775,8913,3759,3279
2022-06-09,220785,9769,3712,3523
2022-06-09,220793,6317,2435,2307
2022-06-09,220820,41407,16191,14556
2022-06-09,220850,28771,11879,10645
2022-06-09,220860,7962,3043,2937
2022-06-09,220865,25093,8997,8707
2022-06-09,220880,36862,14892,13411
2022-06-09,220900,16582,6261,5825
2022-06-09,220920,12815,5755,4680
2022-06-09,220935,10505,3883,3657
2022-06-09,220955,10170,3822,3589
2022-06-09,220980,12390,4753,4416
2022-06-09,220987,12207,5045,4518
2022-06-09,220997,20390,8270,7424
2022-06-09,221005,13416,5308,5021
2022-06-09,221010,7973,3315,2861
2022-06-09,221020,15940,6375,5851
2022-06-09,221037,7842,3040,2855
2022-06-09,221038,5442,2078,1961
2022-06-09,221039,6177,2501,2214
2022-06-09,221063,7497,3234,2964
2022-06-09,221080,28589,11512,10629
2022-06-09,221090,10866,4055,3880
2022-06-09,221093,17502,6549,6241
2022-06-09,221110,96803,39764,34895
2022-06-09,221120,55350,22350,20243
2022-06-09,221170,8385,3150,3035
2022-06-09,230070,31938,13502,11541
2022-06-09,230150,10385,5289,3692
2022-06-09,230170,29900,18729,9614
2022-06-09,230180,15460,6307,5173
2022-06-09,230195,41513,18556,15943
2022-06-09,230200,59091,27698,19070
2022-06-09,230300,26385,13479,10448
2022-06-09,230330,34462,14309,12430
2022-06-09,230395,36916,16691,14094
2022-06-09,230427,12408,5534,4565
2022-06-09,230435,47756,20161,16724
2022-06-09,230480,9655,4530,3115
2022-06-09,230490,23348,9680,7939
2022-06-09,230495,25614,14584,8221
2022-06-09,230510,16315,6840,5854
2022-06-09,230533,28030,11728,9830
2022-06-09,230560,59255,25787,21852
2022-06-09,230655,68949,31989,25419
2022-06-09,230700,74490,30906,25856
2022-06-09,230710,50134,23241,17366
2022-06-09,230720,17363,7332,5760
2022-06-09,230780,51137,22690,19125
2022-06-09,230800,63738,31302,23966
2022-06-09,230820,35831,14477,11880
2022-06-09,230830,61481,25239,21097
2022-06-09,230835,32439,12813,11544
2022-06-09,230837,25821,11336,9107
2022-06-09,230920,15849,9881,4738
2022-06-09,230945,57749,22771,20239
2022-06-09,230980,17703,9058,6495
2022-06-09,231000,19548,8079,7002
2022-06-09,231010,26365,11965,9355
2022-06-09,231020,80034,32328,28691
2022-06-09,231025,51463,23346,18430
2022-06-09,231060,21698,9106,7780
2022-06-09,231090,38376,14585,13145
2022-06-09,231095,25796,9905,9110
2022-06-09,231110,37925,16063,13702
2022-06-09,231123,14999,6379,5281
2022-06-09,231135,39351,14805,13353
2022-06-09,231150,42724,17815,16334
2022-06-09,231195,35267,15347,13087
2022-06-09,231280,13986,5646,4867
2022-06-09,231300,27448,14118,9748
2022-06-09,231310,62122,27433,23102
2022-06-09,231370,15436,6699,6065
2022-06-09,231390,30736,12417,11119
2022-06-09,240040,7718,2890,2727
2022-06-09,240150,8537,3433,3108
2022-06-09,240160,8546,3881,3127
2022-06-09,240240,17119,7131,6196
2022-06-09,240300,19696,7563,6780
2022-06-09,240320,17376,6726,6187
2022-06-09,240330,13639,4984,4644
2022-06-09,240340,12837,5173,4445
2022-06-09,240375,6670,2714,2448
2022-06-09,240380,21683,8198,8009
2022-06-09,240410,4394,2039,1681
2022-06-09,240420,64175,27125,23478
2022-06-09,240480,5970,2146,1993
2022-06-09,240510,13608,5881,4851
2022-06-09,240530,13913,6030,5056
2022-06-09,240550,5831,2278,2077
2022-06-09,240580,65664,28092,23942
2022-06-09,240620,13781,5624,5032
2022-06-09,240630,13827,6216,5067
2022-06-09,240640,6562,2631,2403
2022-06-09,240670,22894,9714,8229
2022-06-09,240680,11621,4515,4180
2022-06-09,240690,11540,4142,3899
2022-06-09,240730,20480,7943,7511
2022-06-09,240760,8414,3500,3049
2022-06-09,240790,4833,1965,1869
2022-06-09,240850,12004,4422,4192
2022-06-09,240895,16118,7123,6033
2022-06-09,240930,29736,11248,11205
2022-06-09,240933,10561,4455,3867
2022-06-09,240960,6172,2315,2057
2022-06-09,241050,14025,5119,4755
2022-06-09,241060,7664,2960,2744
2022-06-09,241070,7491,2916,2561
2022-06-09,241100,11020,4058,3818
2022-06-09,241160,5866,2540,2176
2022-06-09,241190,11456,4135,3916
2022-06-09,241210,15077,5646,5359
2022-06-09,241240,11212,4294,3828
2022-06-09,241255,18660,8299,7004
2022-06-09,241270,13379,5922,4711
2022-06-09,241280,16440,6574,5962
2022-06-09,241290,25764,10281,9112
2022-06-09,241355,12146,4480,4009
2022-06-09,241400,27846,11275,9894
2022-06-09,241445,6938,3192,2552
2022-06-09,241470,11333,4808,4296
2022-06-09,241490,4243,1540,1421
2022-06-09,241500,5029,2195,2005
2022-06-09,250077,18760,7501,6405
2022-06-09,250115,4745,1711,1651
2022-06-09,250120,18889,7614,6880
2022-06-09,250150,50710,20809,18483
2022-06-09,250157,18834,7599,6965
2022-06-09,250170,16642,6572,6155
2022-06-09,250215,17744,6934,6385
2022-06-09,250220,6340,2795,2421
2022-06-09,250270,12007,4781,4342
2022-06-09,250290,12610,5283,4655
2022-06-09,250300,42192,18292,16528
2022-06-09,250310,12178,4923,4395
2022-06-09,250340,8549,3363,3115
2022-06-09,250355,17365,7154,6505
2022-06-09,250360,13350,5709,5106
2022-06-09,250375,8132,3460,2867
2022-06-09,250390,17278,6647,6377
2022-06-09,250407,11551,4236,4081
2022-06-09,250435,14087,5285,4997
2022-06-09,250490,37682,15550,14596
2022-06-09,250520,15929,6490,5856
2022-06-09,250530,5536,2092,2032
2022-06-09,250535,12951,5013,4630
2022-06-09,250560,16790,6218,5876
2022-06-09,250570,26809,10440,9804
2022-06-09,250580,8816,3741,3318
2022-06-09,250625,17504,7969,6112
2022-06-09,250640,31187,12151,11204
2022-06-09,250650,9583,3514,3380
2022-06-09,250670,28423,10975,10330
2022-06-09,250680,42955,17348,15899
2022-06-09,250700,59078,23374,21486
2022-06-09,250720,27792,10735,10072
2022-06-09,250730,33309,13812,12490
2022-06-09,250760,18248,7568,6890
2022-06-09,250810,10886,4473,4111
2022-06-09,250820,17809,7600,6713
2022-06-09,250860,25167,12042,9832
2022-06-09,250870,8281,3097,2882
2022-06-09,250900,25428,10389,9408
2022-06-09,250905,16345,7185,6015
2022-06-09,250920,35286,13647,12718
2022-06-09,250930,16251,7397,6387
2022-06-09,250937,6613,2709,2458
2022-06-09,250950,13064,5171,4822
2022-06-09,250960,11195,4477,4181
2022-06-09,251010,22386,9069,8146
2022-06-09,251030,11089,4029,3888
2022-06-09,251090,27102,11696,10173
2022-06-09,251110,16901,6592,6137
2022-06-09,251120,58054,24953,22014
2022-06-09,251130,37222,14448,13450
2022-06-09,251150,27504,11324,10198
2022-06-09,251160,15913,6954,5858
2022-06-09,251180,20294,8613,7607
2022-06-09,251190,30742,13839,11838
2022-06-09,251203,9063,3698,3411
2022-06-09,251207,12100,4458,4232
2022-06-09,251280,22085,7985,7641
2022-06-09,251315,16560,7453,6269
2022-06-09,251330,13978,6037,5160
2022-06-09,251335,8483,3431,3152
2022-06-09,251350,12119,4792,4366
2022-06-09,251380,13584,5455,4999
2022-06-09,251392,9822,3880,3620
2022-06-09,251398,10941,3982,3781
2022-06-09,251400,9220,4121,3213
2022-06-09,251410,12485,4757,4465
2022-06-09,251430,12420,4896,4651
2022-06-09,251470,10506,4026,3835
2022-06-09,251480,8882,3429,3142
2022-06-09,251490,21653,8204,7663
2022-06-09,251510,24762,10126,9133
2022-06-09,251540,21912,9649,8340
2022-06-09,251560,7743,3081,2873
2022-06-09,251570,9108,3341,3249
2022-06-09,251597,18654,8119,7210
2022-06-09,251610,30716,12779,11597
2022-06-09,251640,16934,6970,6337
2022-06-09,251720,9331,4231,3729
2022-06-09,260060,31409,12100,11295
2022-06-09,260080,47909,19217,17330
2022-06-09,260180,25725,10959,9335
2022-06-09,260270,24173,10933,8780
2022-06-09,260340,12922,5564,4756
2022-06-09,260350,38710,16618,14564
2022-06-09,260392,30378,12074,10911
2022-06-09,260440,26050,11826,9827
2022-06-09,260515,37378,15345,13779
2022-06-09,260545,6353,2455,2252
2022-06-09,260550,26850,10928,9826
2022-06-09,260610,60331,25284,22667
2022-06-09,260630,17965,6983,6489
2022-06-09,260710,11215,4315,3968
2022-06-09,260760,39895,17110,14499
2022-06-09,260775,49023,21344,17541
2022-06-09,260845,31552,13874,12074
2022-06-09,260875,46157,20713,17276
2022-06-09,260910,26436,10844,9690
2022-06-09,260950,71748,30849,25694
2022-06-09,261040,46919,18962,16719
2022-06-09,261050,55108,25306,21383
2022-06-09,261080,41129,17343,14916
2022-06-09,261153,15171,5919,5464
2022-06-09,261200,23782,9962,8342
2022-06-09,261245,28965,12535,10883
2022-06-09,261247,30430,12059,10603
2022-06-09,261255,27461,12144,10034
2022-06-09,261270,30680,12612,10973
2022-06-09,261310,75166,33668,26407
2022-06-09,261380,38556,16134,13893
2022-06-09,261430,20525,8115,7434
2022-06-09,261440,14917,5835,5256
2022-06-09,261470,29539,12244,10783
2022-06-09,261500,41884,18653,15938
2022-06-09,261520,23077,8847,7924
2022-06-09,261550,25885,11287,9828
2022-06-09,261570,40155,15123,13872
2022-06-09,261610,21156,8379,7513
2022-06-09,261618,19153,7418,6893
2022-06-09,270140,70745,30299,26704
2022-06-09,270220,12887,5630,4905
2022-06-09,270250,20832,9191,7953
2022-06-09,270270,9111,3946,3507
2022-06-09,270320,50572,20667,19210
2022-06-09,270340,13474,5414,5028
2022-06-09,270360,13139,6471,5050
2022-06-09,270510,35980,17426,14352
2022-06-09,270530,12696,5174,4768
2022-06-09,270540,12539,5696,4805
2022-06-09,270560,17195,8523,6810
2022-06-09,270600,19316,9082,7620
2022-06-09,270620,9905,4358,3778
2022-06-09,270660,16599,6930,6155
2022-06-09,270700,5164,2433,2028
2022-06-09,270870,11429,5427,4613
2022-06-09,280010,5393,2337,2148
2022-06-09,280040,26210,11179,9469
2022-06-09,280050,39368,16719,14703
2022-06-09,280067,57649,23691,20699
2022-06-09,280140,43985,19567,16662
2022-06-09,280160,13682,5535,5078
2022-06-09,280200,12393,4940,4483
2022-06-09,280240,25900,10585,9447
2022-06-09,280260,12046,5353,4471
2022-06-09,280270,18558,7975,6923
2022-06-09,280310,10796,4426,3897
2022-06-09,280340,29911,12728,10601
2022-06-09,280370,17056,6921,6212
2022-06-09,280380,8093,3527,3026
2022-06-09,280400,33073,13804,11976
2022-06-09,280410,27413,10667,9898
2022-06-09,280430,19991,8441,7569
2022-06-09,280445,18879,7874,6874
2022-06-09,280470,15551,6549,5869
2022-06-09,280490,32144,12907,12095
2022-06-09,280510,20418,8721,7791
2022-06-09,280520,11547,5646,4356
2022-06-09,280590,17982,8069,6759
2022-06-09,280680,22814,9241,8295
2022-06-09,280690,8986,3548,3297
2022-06-09,280720,20226,8147,7534
2022-06-09,280730,6932,2844,2590
2022-06-09,290035,30214,12095,11435
2022-06-09,290225,12043,6128,4453
2022-06-09,290250,25832,11483,9886
2022-06-09,290440,19539,7842,7031
2022-06-09,290510,21816,9403,8141
2022-06-09,290689,21014,8693,7716
2022-06-09,290740,9664,3615,3531
2022-06-09,290770,19663,8467,7336
2022-06-09,290880,10420,4366,3979
2022-06-09,290910,30711,12829,11548
2022-06-09,290920,21450,10983,7886
2022-06-09,290950,11131,5494,3730
2022-06-09,290960,23114,14044,6655
2022-06-09,291020,9584,4016,3573
2022-06-09,291077,12507,5076,4626
2022-06-09,291090,7433,3117,2867
2022-06-09,291100,18276,8136,7002
2022-06-09,291110,51909,22390,19763
2022-06-09,291130,27307,10373,9545
2022-06-09,291220,37063,15712,13939
2022-06-09,291260,8597,4217,3081
2022-06-09,291280,16408,7299,6098
2022-06-09,291330,13024,5436,4938
2022-06-09,291535,22280,9685,8537
2022-06-09,291620,19495,9163,7314
2022-06-09,291680,28796,13275,11149
2022-06-09,291733,22838,9543,8522
2022-06-09,291890,8956,3860,3298
2022-06-09,291900,9130,3865,3539
2022-06-09,291915,60004,25265,22325
2022-06-09,292045,19880,8479,7776
2022-06-09,292140,29757,12197,10905
2022-06-09,292190,24066,9659,8892
2022-06-09,292273,18108,7598,6905
2022-06-09,292330,19116,8124,6974
2022-06-09,292350,24067,10989,8488
2022-06-09,292420,21191,9890,8265
2022-06-09,292450,36348,14443,13474
2022-06-09,292467,12783,6205,4764
2022-06-09,292665,14197,6645,5492
2022-06-09,292890,60542,29034,23434
2022-06-09,292905,29437,12652,11289
2022-06-09,293000,21585,8667,8108
2022-06-09,293060,25003,10896,9570
2022-06-09,293075,19970,9108,7733
2022-06-09,293076,25168,10754,8743
2022-06-09,293077,54166,23823,20272
2022-06-09,293090,25307,10944,8703
2022-06-09,293310,20012,7818,7364
2022-06-09,293315,25272,10578,9402
2022-06-09,293325,12599,5401,4577
2022-06-09,293345,22659,10916,9406
2022-06-09,310010,17183,6670,6242
2022-06-09,310020,55744,21782,19945
2022-06-09,310030,27334,11096,10186
2022-06-09,310050,21664,8795,7803
2022-06-09,310060,25792,10409,9442
2022-06-09,310080,11960,4363,4221
2022-06-09,310120,14635,5700,5268
2022-06-09,310130,7839,2746,2677
2022-06-09,310163,14532,5891,5293
2022-06-09,310200,35702,13890,12924
2022-06-09,310205,10832,4786,4317
2022-06-09,310240,10548,4219,3855
2022-06-09,310250,12191,4689,4326
2022-06-09,310270,20306,8126,7366
2022-06-09,310285,14080,6320,5335
2022-06-09,310300,23256,9713,8567
2022-06-09,310370,19154,7500,7046
2022-06-09,310380,8676,3134,3070
2022-06-09,310445,11262,4405,4164
2022-06-09,310450,33982,14836,12776
2022-06-09,310470,23540,10651,8987
2022-06-09,310480,12021,4443,4203
2022-06-09,310490,41208,16957,15508
2022-06-09,310550,14703,5544,5228
2022-06-09,310570,14673,5319,5162
2022-06-09,310640,22135,8630,7984
2022-06-09,310660,9529,4203,3531
2022-06-09,310700,6191,2197,2091
2022-06-09,310760,12431,4721,4449
2022-06-09,310790,27797,11378,10161
2022-06-09,310810,22164,7942,7485
2022-06-09,310820,10371,4480,3873
2022-06-09,310840,34842,12906,12345
2022-06-09,310910,29348,10878,10497
2022-06-09,310930,43977,20321,16967
2022-06-09,310940,47410,21397,18351
2022-06-09,310945,11479,4728,4253
2022-06-09,310960,11411,4100,3932
2022-06-09,310980,5870,2291,2096
2022-06-09,310990,25768,10311,9360
2022-06-09,311000,91219,37116,34243
2022-06-09,311010,12178,4920,4496
2022-06-09,311020,11517,4534,4111
2022-06-09,311030,32758,12231,11496
2022-06-09,311070,29065,11472,10330
