IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
3157807,Santa Luzia,221705,2021-11-15,256767,150339,101831
3159001,Santana do Riacho,4334,2021-11-15,5841,3262,2492
3159605,Santa Rita do Sapucaí,44226,2021-11-15,69226,36658,30503
3160454,Santo Antônio do Retiro,7316,2021-11-15,8245,5242,3005
3161106,São Francisco,56625,2021-11-15,55875,35704,20553
3161650,São Geraldo do Baixio,4104,2021-11-15,4294,2499,1703
3161908,São Gonçalo do Rio Abaixo,11114,2021-11-15,20276,11004,8865
3162203,São João Batista do Glória,7541,2021-11-15,13270,6997,5698
3162500,São João del Rei,90897,2021-11-15,105973,64061,40006
3162609,São João do Oriente,7393,2021-11-15,10348,5809,4152
3162708,São João do Paraíso,23797,2021-11-15,28992,16286,11706
3162922,São Joaquim de Bicas,32696,2021-11-15,43891,25189,20323
3163706,São Lourenço,46539,2021-11-15,72982,39421,30017
3163904,São Pedro da União,4563,2021-11-15,8834,4641,3894
3164472,São Sebastião do Anta,6697,2021-11-15,8019,4692,3150
3164605,São Sebastião do Oeste,6948,2021-11-15,13941,8046,5810
3164704,São Sebastião do Paraíso,71915,2021-11-15,58473,41631,17200
3165503,Sardoá,6421,2021-11-15,7217,4158,2769
3165578,Senador Amaral,5365,2021-11-15,8131,4704,3282
3167202,Sete Lagoas,243950,2021-11-15,262667,153506,103460
3167400,Silvianópolis,6258,2021-11-15,10095,5400,4300
3167905,Tabuleiro,3669,2021-11-15,7112,3772,3099
3168408,Tarumirim,14280,2021-11-15,18369,9542,8138
3168606,Teófilo Otoni,141269,2021-11-15,158957,98217,59964
3168705,Timóteo,91268,2021-11-15,107899,59023,45498
3169059,Tocos do Moji,4117,2021-11-15,7365,3706,3217
3169307,Três Corações,80561,2021-11-15,106582,60192,43549
3169406,Três Pontas,57127,2021-11-15,79241,46262,31828
3169703,Turmalina,20280,2021-11-15,29764,15957,13250
3170008,Ubaí,12661,2021-11-15,11980,7942,4117
3170057,Ubaporanga,12514,2021-11-15,15068,9288,5618
3170107,Uberaba,340277,2021-11-15,437883,251654,175625
3170206,Uberlândia,706597,2021-11-15,1097702,560993,486902
3170404,Unaí,85461,2021-11-15,115832,66481,47825
3170529,Urucuia,17470,2021-11-15,12958,7496,5069
3170750,Varjão de Minas,7235,2021-11-15,9903,5625,4457
3170909,Varzelândia,19290,2021-11-15,22977,14491,8310
3171006,Vazante,20692,2021-11-15,33508,17766,14592
3171030,Verdelândia,9527,2021-11-15,8258,5180,3076
3171105,Veríssimo,4090,2021-11-15,5778,3088,2447
3171204,Vespasiano,131849,2021-11-15,133053,80859,52319
3171303,Viçosa,79910,2021-11-15,106846,68122,39149
3200102,Afonso Cláudio,30326,2021-11-15,50968,27113,20824
3200201,Alegre,29869,2021-11-15,51143,26745,21203
3200300,Alfredo Chaves,14670,2021-11-15,24682,12772,10297
3200409,Anchieta,30285,2021-11-15,50227,27518,20332
3200607,Aracruz,104942,2021-11-15,135431,76444,54657
3200706,Atílio Vivácqua,12270,2021-11-15,17667,9865,7101
3200805,Baixo Guandu,31263,2021-11-15,42284,22749,17591
3201001,Boa Esperança,15146,2021-11-15,22252,12473,8802
3201209,Cachoeiro de Itapemirim,212172,2021-11-15,287775,157181,117282
3201308,Cariacica,386495,2021-11-15,535150,293377,217584
3201407,Castelo,37956,2021-11-15,60920,32001,25768
3201506,Colatina,124283,2021-11-15,183219,100378,76757
3201605,Conceição da Barra,31479,2021-11-15,38180,21462,15863
3201704,Conceição do Castelo,12887,2021-11-15,22238,12353,9028
3201902,Domingos Martins,34120,2021-11-15,63861,34048,26907
3202108,Ecoporanga,22748,2021-11-15,33604,18737,13606
3202207,Fundão,22379,2021-11-15,26066,13897,10729
3202256,Governador Lindenberg,13047,2021-11-15,21322,11322,8904
3202306,Guaçuí,31372,2021-11-15,43589,23636,17455
3202454,Ibatiba,26762,2021-11-15,35645,19618,14682
3202553,Ibitirama,8830,2021-11-15,13468,8052,5112
3202652,Irupi,13672,2021-11-15,17263,9987,6652
3202801,Itapemirim,34957,2021-11-15,59041,34260,22949
3203007,Iúna,29417,2021-11-15,44151,24476,17865
3203056,Jaguaré,31589,2021-11-15,41384,23603,16585
3203130,João Neiva,16774,2021-11-15,26897,13839,11359
3203205,Linhares,179755,2021-11-15,218807,124076,86688
3203353,Marilândia,13091,2021-11-15,21948,11840,9115
3203502,Montanha,18954,2021-11-15,32538,17538,13243
3203700,Muniz Freire,17176,2021-11-15,28664,15073,11913
3203908,Nova Venécia,50751,2021-11-15,87597,47945,36410
3204054,Pedro Canário,26575,2021-11-15,27574,15416,11051
3204302,Presidente Kennedy,11741,2021-11-15,20200,10872,8319
3204609,Santa Teresa,23853,2021-11-15,39661,20276,16822
3204708,São Gabriel da Palha,39085,2021-11-15,52569,29103,21624
3204906,São Mateus,134629,2021-11-15,157442,88805,63195
3204955,São Roque do Canaã,12602,2021-11-15,21836,11488,9119
3205002,Serra,536765,2021-11-15,704873,393917,279879
3205010,Sooretama,31278,2021-11-15,35500,20475,14029
3205036,Vargem Alta,21778,2021-11-15,30701,16699,12778
3205069,Venda Nova do Imigrante,26204,2021-11-15,40018,20738,17034
3205101,Viana,80735,2021-11-15,90641,48701,37143
3205150,Vila Pavão,9280,2021-11-15,13492,7500,5603
3205200,Vila Velha,508655,2021-11-15,689992,365996,281804
3205309,Vitória,369534,2021-11-15,625699,317531,256576
3300100,Angra dos Reis,210171,2021-11-15,216291,119158,87767
3300209,Araruama,136109,2021-11-15,176336,109737,66746
3300225,Areal,12763,2021-11-15,23039,12435,9753
3300233,Armação dos Búzios,35060,2021-11-15,53133,32072,20695
3300407,Barra Mansa,185237,2021-11-15,197467,129755,68577
3300456,Belford Roxo,515239,2021-11-15,526587,316757,208242
3300803,Cachoeiras de Macacu,59652,2021-11-15,60456,38721,22133
3301009,Campos dos Goytacazes,514643,2021-11-15,653992,371461,269799
3301702,Duque de Caxias,929449,2021-11-15,1105052,621271,465511
3301850,Guapimirim,62225,2021-11-15,73171,41347,29911
3301876,Iguaba Grande,29344,2021-11-15,57602,30840,22943
3301900,Itaboraí,244416,2021-11-15,265317,159485,105507
3302007,Itaguaí,136547,2021-11-15,155725,89680,62882
3302205,Itaperuna,104354,2021-11-15,141909,86352,53858
3302270,Japeri,106296,2021-11-15,95678,59103,36103
3302403,Macaé,266136,2021-11-15,234911,151488,80636
3302700,Maricá,167668,2021-11-15,217770,125841,90010
3302858,Mesquita,177016,2021-11-15,186783,103987,77843
3302908,Miguel Pereira,25622,2021-11-15,49538,26448,21233
3303104,Natividade,15305,2021-11-15,15615,10100,5286
3303203,Nilópolis,162893,2021-11-15,214804,113739,87035
3303302,Niterói,516981,2021-11-15,796580,397130,334879
3303401,Nova Friburgo,191664,2021-11-15,265186,151672,105468
3303500,Nova Iguaçu,825388,2021-11-15,969295,556396,398667
3303609,Paracambi,53093,2021-11-15,48027,30102,18410
3303807,Paraty,44175,2021-11-15,32833,23408,9590
3303906,Petrópolis,307144,2021-11-15,465149,249749,199001
3304144,Queimados,152311,2021-11-15,203464,123270,78201
3304151,Quissamã,25535,2021-11-15,31662,18679,13310
3304201,Resende,133244,2021-11-15,205109,112915,85009
3304300,Rio Bonito,60930,2021-11-15,84813,51053,32834
3304524,Rio das Ostras,159529,2021-11-15,152853,100114,53455
3304557,Rio de Janeiro,6775561,2021-11-15,11058396,5649848,4618504
3304904,São Gonçalo,1098357,2021-11-15,1247297,676877,565339
3305000,São João da Barra,36731,2021-11-15,61952,34266,26118
3305109,São João de Meriti,473385,2021-11-15,481707,287858,189187
3305158,São José do Vale do Rio Preto,22032,2021-11-15,27275,15583,11226
3305208,São Pedro da Aldeia,107556,2021-11-15,121281,71176,46890
3305307,São Sebastião do Alto,9416,2021-11-15,10513,6059,4116
3305554,Seropédica,83841,2021-11-15,89439,53087,35069
3305604,Silva Jardim,21775,2021-11-15,35190,19715,14504
3305802,Teresópolis,185820,2021-11-15,185083,123841,62300
3306107,Valença,77202,2021-11-15,93373,60081,34180
3306305,Volta Redonda,274925,2021-11-15,465430,236488,192221
3500105,Adamantina,35153,2021-11-15,57302,27757,26445
3501608,Americana,244370,2021-11-15,390406,200704,179197
3501707,Américo Brasiliense,41545,2021-11-15,60852,31216,28026
3501806,Américo de Campos,5993,2021-11-15,13162,6292,6278
3501905,Amparo,73145,2021-11-15,121439,60425,56028
3502101,Andradina,57245,2021-11-15,92746,46363,42866
3502507,Aparecida,36211,2021-11-15,61917,32415,28031
3502754,Araçariguama,23343,2021-11-15,27724,14870,12557
3502804,Araçatuba,199210,2021-11-15,310199,157402,141119
3502903,Araçoiaba da Serra,35389,2021-11-15,56080,28818,25743
3503158,Arapeí,2452,2021-11-15,3668,1839,1689
3503208,Araraquara,240542,2021-11-15,398473,200820,181539
3503307,Araras,136739,2021-11-15,203339,101972,95649
3503406,Arealva,8665,2021-11-15,14858,7219,6977
3503703,Ariranha,9851,2021-11-15,17541,8463,8225
3503802,Artur Nogueira,56247,2021-11-15,76448,39392,35867
3503901,Arujá,92453,2021-11-15,174948,91064,81542
3504008,Assis,105768,2021-11-15,182513,91816,82946
3504107,Atibaia,145378,2021-11-15,276590,141855,126297
3504404,Avanhandava,14063,2021-11-15,18208,9215,8408
3504503,Avaré,91792,2021-11-15,152152,77124,69278
3504602,Bady Bassitt,18013,2021-11-15,42005,20617,19926
3504701,Balbinos,6127,2021-11-15,5926,2833,2871
3504800,Bálsamo,9209,2021-11-15,19457,9266,9336
3504909,Bananal,11039,2021-11-15,14921,7782,6665
3505005,Barão de Antonina,3525,2021-11-15,7068,3463,3249
3505104,Barbosa,7532,2021-11-15,9132,4619,4137
3505302,Barra Bonita,36125,2021-11-15,66125,31589,31635
3505500,Barretos,123546,2021-11-15,190432,93851,87099
3505708,Barueri,279704,2021-11-15,492899,259379,227224
3505807,Bastos,20952,2021-11-15,41992,20938,19500
3506003,Bauru,381706,2021-11-15,624615,315200,285612
3506102,Bebedouro,77612,2021-11-15,135441,66336,63130
3506359,Bertioga,66154,2021-11-15,78237,42365,34030
3506508,Birigui,126094,2021-11-15,183112,92168,85155
3506904,Bofete,12107,2021-11-15,18540,9351,8624
3507001,Boituva,63310,2021-11-15,83749,43798,38572
3507506,Botucatu,149718,2021-11-15,266850,126594,118215
3507605,Bragança Paulista,172346,2021-11-15,311079,157236,142600
3507902,Brotas,24862,2021-11-15,39520,19905,18502
3508504,Caçapava,95752,2021-11-15,162409,82309,75608
3508603,Cachoeira Paulista,33827,2021-11-15,53993,28263,23990
3509007,Caieiras,104044,2021-11-15,156547,79826,73188
3509205,Cajamar,79034,2021-11-15,116366,60488,54228
3509254,Cajati,28441,2021-11-15,55034,29032,24966
3509403,Cajuru,26613,2021-11-15,42433,21618,19125
3509502,Campinas,1223237,2021-11-15,1985365,1008013,912027
3509601,Campo Limpo Paulista,86407,2021-11-15,135406,70888,62374
3509908,Cananéia,12542,2021-11-15,18228,9367,8271
3509957,Canas,5268,2021-11-15,7193,3610,3452
3510203,Capão Bonito,47098,2021-11-15,81155,41515,37486
3510302,Capela do Alto,21257,2021-11-15,26041,13781,11908
3510500,Caraguatatuba,125194,2021-11-15,206601,102187,98943
3510609,Carapicuíba,405375,2021-11-15,558924,292837,255735
3511003,Castilho,21521,2021-11-15,34607,17550,15988
3511102,Catanduva,123114,2021-11-15,197750,97327,90805
3511300,Cedral,9452,2021-11-15,20209,10067,9283
3511409,Cerqueira César,20391,2021-11-15,34151,16908,16017
3511508,Cerquilho,50631,2021-11-15,87954,43890,41791
3511706,Charqueada,17539,2021-11-15,28890,14869,13310
3511904,Clementina,8894,2021-11-15,13049,6249,6365
3512100,Colômbia,6223,2021-11-15,10329,5174,4793
3512209,Conchal,28491,2021-11-15,55615,30020,24765
3512605,Coronel Macedo,4591,2021-11-15,10609,5317,4921
3512803,Cosmópolis,74662,2021-11-15,100536,53179,46104
3513009,Cotia,257882,2021-11-15,339397,178561,154334
3513108,Cravinhos,35858,2021-11-15,55819,28948,25745
3513405,Cruzeiro,82895,2021-11-15,132590,68013,60903
3513504,Cubatão,132521,2021-11-15,187214,97957,83878
3513801,Diadema,429550,2021-11-15,800849,418869,368323
3514304,Dourado,8883,2021-11-15,15184,7299,7233
3514403,Dracena,47287,2021-11-15,85399,42002,39454
3514809,Eldorado,15592,2021-11-15,21171,11031,9271
3515004,Embu das Artes,279264,2021-11-15,452339,232799,205216
3515103,Embu-Guaçu,70402,2021-11-15,114284,58977,51856
3515152,Engenheiro Coelho,21712,2021-11-15,32172,17283,14580
3515186,Espírito Santo do Pinhal,44607,2021-11-15,67828,33631,30644
3515509,Fernandópolis,69680,2021-11-15,135195,65818,61944
3515608,Fernando Prestes,5805,2021-11-15,13756,6473,6494
3515707,Ferraz de Vasconcelos,198661,2021-11-15,231746,121114,107057
3515905,Floreal,2884,2021-11-15,6087,2814,2747
3516002,Flórida Paulista,14936,2021-11-15,20155,9680,9412
3516200,Franca,358539,2021-11-15,520043,269337,236827
3516309,Francisco Morato,179372,2021-11-15,258297,139097,116523
3516408,Franco da Rocha,158438,2021-11-15,253878,132725,115303
3516804,Gastão Vidigal,4911,2021-11-15,7871,3879,3682
3517109,Glicério,4842,2021-11-15,7889,3867,3700
3517406,Guaíra,41283,2021-11-15,71513,35817,33148
3517505,Guapiaçu,22087,2021-11-15,32730,16592,15022
3517703,Guará,21394,2021-11-15,32502,15875,15126
3517901,Guaraci,11382,2021-11-15,16091,8036,7477
3518107,Guarantã,6685,2021-11-15,11113,5693,5070
3518305,Guararema,30465,2021-11-15,63712,32528,29753
3518404,Guaratinguetá,123192,2021-11-15,210128,106995,97440
3518503,Guareí,19244,2021-11-15,19563,9872,9319
3518602,Guariba,40857,2021-11-15,61536,31282,29301
3518701,Guarujá,324977,2021-11-15,482395,260492,207193
3518800,Guarulhos,1404694,2021-11-15,2285861,1200787,1039640
3519071,Hortolândia,237570,2021-11-15,383328,199006,178537
3519204,Iacri,6269,2021-11-15,10258,4969,4755
3519303,Ibaté,35830,2021-11-15,54878,28466,25475
3519402,Ibirá,12639,2021-11-15,20719,10250,9484
3519600,Ibitinga,61150,2021-11-15,94530,47681,43244
3519709,Ibiúna,80062,2021-11-15,117322,63997,52131
3520004,Igaraçu do Tietê,24821,2021-11-15,69407,36675,32711
3520301,Iguape,31117,2021-11-15,50398,25372,22893
3520400,Ilhabela,36194,2021-11-15,60166,30575,28032
3520426,Ilha Comprida,11552,2021-11-15,28694,14608,13092
3520509,Indaiatuba,260690,2021-11-15,425716,211686,201968
3520707,Indiaporã,3876,2021-11-15,8480,4042,3942
3521002,Iperó,38771,2021-11-15,35797,18696,16663
3521150,Ipiguá,5557,2021-11-15,11931,6041,5471
3521200,Iporanga,4180,2021-11-15,5873,2890,2704
3521309,Ipuã,16794,2021-11-15,27612,14143,12782
3521804,Itaí,27632,2021-11-15,48516,24462,22975
3522000,Itaju,3937,2021-11-15,5481,2813,2547
3522109,Itanhaém,104351,2021-11-15,133627,70158,59261
3522208,Itapecerica da Serra,179574,2021-11-15,244655,128317,113029
3522307,Itapetininga,167106,2021-11-15,287130,148192,129533
3522505,Itapevi,244131,2021-11-15,321726,180980,138939
3522604,Itapira,75683,2021-11-15,128115,62277,61072
3522703,Itápolis,43536,2021-11-15,65217,32372,30367
3522901,Itapuí,14297,2021-11-15,20142,10208,9370
3523107,Itaquaquecetuba,379082,2021-11-15,437704,240121,193438
3523206,Itararé,50778,2021-11-15,83699,41986,39537
3523404,Itatiba,124254,2021-11-15,193358,98394,88872
3523602,Itirapina,18610,2021-11-15,23832,12026,11015
3523800,Itobi,7862,2021-11-15,10459,5500,4659
3523909,Itu,177150,2021-11-15,272568,138583,126363
3524006,Itupeva,64330,2021-11-15,97459,50319,46274
3524105,Ituverava,42259,2021-11-15,72933,35977,33306
3524303,Jaboticabal,78029,2021-11-15,117106,58215,54264
3524402,Jacareí,237119,2021-11-15,347563,185186,153878
3524501,Jaci,7322,2021-11-15,15414,7481,7378
3524709,Jaguariúna,59921,2021-11-15,114806,59414,53228
3524808,Jales,49291,2021-11-15,90887,44564,41658
3525003,Jandira,127734,2021-11-15,156615,84660,69893
3525102,Jardinópolis,45544,2021-11-15,71635,37242,32350
3525201,Jarinu,31173,2021-11-15,55417,29935,24826
3525300,Jaú,153463,2021-11-15,223766,113017,102416
3525607,João Ramalho,4577,2021-11-15,6993,3458,3340
3525706,José Bonifácio,37707,2021-11-15,68131,33691,32011
3525904,Jundiaí,426935,2021-11-15,770900,387399,359137
3526100,Juquiá,18627,2021-11-15,33394,17488,14801
3526209,Juquitiba,31844,2021-11-15,46470,24277,21255
3526407,Laranjal Paulista,29047,2021-11-15,42765,21794,19420
3526605,Lavrinhas,7361,2021-11-15,9995,5281,4601
3526704,Leme,105273,2021-11-15,164553,83718,75876
3526803,Lençóis Paulista,69533,2021-11-15,103996,53664,47776
3526902,Limeira,310783,2021-11-15,478255,250874,215939
3527009,Lindóia,8201,2021-11-15,11002,5531,5152
3527108,Lins,78978,2021-11-15,124263,62265,56006
3527207,Lorena,89532,2021-11-15,144779,74372,66062
3527256,Lourdes,2311,2021-11-15,4788,2298,2234
3527306,Louveira,51007,2021-11-15,91207,47560,42796
3527405,Lucélia,22022,2021-11-15,36160,17654,16967
3527702,Luiziânia,5918,2021-11-15,8008,4001,3713
3527801,Lupércio,4608,2021-11-15,8348,4120,4000
3528007,Macatuba,17263,2021-11-15,31719,15628,14984
3528502,Mairiporã,103645,2021-11-15,127081,65433,58030
3529005,Marília,242249,2021-11-15,397637,202960,178648
3529203,Martinópolis,26791,2021-11-15,43161,21314,20044
3529401,Mauá,481725,2021-11-15,670536,349219,305046
3529708,Miguelópolis,22480,2021-11-15,31052,15567,14396
3530102,Mirandópolis,29844,2021-11-15,42553,20894,19384
3530201,Mirante do Paranapanema,18415,2021-11-15,30457,15359,13936
3530409,Mirassolândia,4966,2021-11-15,9939,4815,4615
3530508,Mococa,69072,2021-11-15,106806,53299,48973
3530607,Mogi das Cruzes,455587,2021-11-15,779629,396008,359521
3530706,Mogi Guaçu,154146,2021-11-15,244934,123066,114801
3530805,Mogi Mirim,94098,2021-11-15,150730,75651,69603
3530904,Mombuca,3523,2021-11-15,6680,3501,2982
3531100,Mongaguá,58567,2021-11-15,48393,26237,20845
3531308,Monte Alto,51039,2021-11-15,80700,39374,38497
3531407,Monte Aprazível,25651,2021-11-15,38849,18756,18096
3531704,Monteiro Lobato,4739,2021-11-15,7753,4002,3533
3531803,Monte Mor,61707,2021-11-15,84959,45421,38555
3531902,Morro Agudo,33598,2021-11-15,52958,26711,24814
3532306,Natividade da Serra,6624,2021-11-15,8270,4210,3762
3532405,Nazaré Paulista,18866,2021-11-15,35194,18124,16207
3532801,Nova Aliança,7161,2021-11-15,12762,6074,6070
3532900,Nova Europa,11519,2021-11-15,17127,8587,7978
3533007,Nova Granada,21871,2021-11-15,36648,17788,17466
3533254,Novais,6057,2021-11-15,7086,3636,3139
3533403,Nova Odessa,61716,2021-11-15,88586,45612,41351
3533502,Novo Horizonte,41765,2021-11-15,67078,32982,31315
3534104,Oriente,6569,2021-11-15,11957,5933,5567
3534302,Orlândia,44682,2021-11-15,64154,32257,30068
3534401,Osasco,701428,2021-11-15,1165706,617206,523115
3534609,Osvaldo Cruz,33118,2021-11-15,55429,26797,26032
3534708,Ourinhos,115139,2021-11-15,177608,89873,80169
3534906,Pacaembu,14326,2021-11-15,20613,10082,9455
3535101,Palmares Paulista,13691,2021-11-15,18040,9226,8527
3535507,Paraguaçu Paulista,46180,2021-11-15,78430,38784,37030
3535606,Paraibuna,18302,2021-11-15,44768,27985,15946
3536000,Parapuã,10934,2021-11-15,23107,11906,10372
3536505,Paulínia,114508,2021-11-15,178051,90191,84380
3536703,Pederneiras,47523,2021-11-15,70785,36743,32167
3537156,Pedrinhas Paulista,3109,2021-11-15,6203,2804,2968
3537305,Penápolis,64098,2021-11-15,102020,50999,46762
3537404,Pereira Barreto,25685,2021-11-15,40630,19954,18943
3537503,Pereiras,8875,2021-11-15,17653,8704,8340
3537602,Peruíbe,69697,2021-11-15,86438,45574,37865
3538006,Pindamonhangaba,171885,2021-11-15,265784,136028,123878
3538105,Pindorama,17378,2021-11-15,30599,14800,14224
3538204,Pinhalzinho,15564,2021-11-15,24801,12217,11788
3538709,Piracicaba,410275,2021-11-15,638652,333797,282800
3538907,Pirajuí,25939,2021-11-15,34015,17483,15379
3539004,Pirangi,11524,2021-11-15,18288,8669,8515
3539103,Pirapora do Bom Jesus,19453,2021-11-15,26053,14327,11309
3539202,Pirapozinho,27974,2021-11-15,46517,23511,21713
3539301,Pirassununga,77330,2021-11-15,130432,65868,59659
3539806,Poá,119221,2021-11-15,184399,96504,83164
3540101,Pongaí,3385,2021-11-15,6803,3344,3183
3540200,Pontal,51717,2021-11-15,67117,36873,30103
3540606,Porto Feliz,53698,2021-11-15,81238,41154,38105
3540705,Porto Ferreira,56848,2021-11-15,95313,48320,44058
3540804,Potirendaba,17668,2021-11-15,35395,17846,16096
3541000,Praia Grande,336454,2021-11-15,371414,196962,163779
3541208,Presidente Bernardes,12943,2021-11-15,22416,10753,10183
3541406,Presidente Prudente,231953,2021-11-15,365496,181760,167767
3541505,Presidente Venceslau,39648,2021-11-15,64796,32102,29680
3541604,Promissão,41211,2021-11-15,76942,39712,34648
3541653,Quadra,3902,2021-11-15,7107,3698,3352
3541901,Queluz,13788,2021-11-15,15376,7959,6970
3542503,Reginópolis,10047,2021-11-15,25622,13417,11910
3542602,Registro,56463,2021-11-15,100948,55424,42338
3542909,Ribeirão Bonito,13376,2021-11-15,18869,9367,8755
3543303,Ribeirão Pires,125238,2021-11-15,187326,94611,86793
3543402,Ribeirão Preto,720116,2021-11-15,1143314,572764,526694
3543808,Rinópolis,9940,2021-11-15,15291,7595,6970
3543907,Rio Claro,209548,2021-11-15,287424,146883,128410
3544004,Rio das Pedras,36233,2021-11-15,53061,27311,24479
3544103,Rio Grande da Serra,52009,2021-11-15,51229,31281,19713
3544251,Rosana,15929,2021-11-15,32122,16029,14858
3544905,Sales Oliveira,12103,2021-11-15,22402,11086,10553
3545100,Salmourão,5372,2021-11-15,8049,4030,3726
3545209,Salto,120779,2021-11-15,182797,94046,84146
3545407,Salto Grande,9396,2021-11-15,14775,7531,6695
3545605,Santa Adélia,15639,2021-11-15,26786,12454,13021
3545704,Santa Albertina,6036,2021-11-15,13375,6623,6188
3545803,Santa Bárbara d'Oeste,195278,2021-11-15,298398,153317,138698
3546009,Santa Branca,14925,2021-11-15,22780,11614,10571
3546306,Santa Cruz das Palmeiras,35102,2021-11-15,51904,26637,23879
3546405,Santa Cruz do Rio Pardo,48207,2021-11-15,87127,42291,41184
3546801,Santa Isabel,58529,2021-11-15,98057,50738,44544
3546900,Santa Lúcia,8889,2021-11-15,14015,7053,6593
3547304,Santana de Parnaíba,145073,2021-11-15,215177,111096,99668
3547502,Santa Rita do Passa Quatro,27641,2021-11-15,49310,24127,22390
3547601,Santa Rosa de Viterbo,26960,2021-11-15,41737,20749,19423
3547700,Santo Anastácio,20855,2021-11-15,35092,17551,15900
3547809,Santo André,723889,2021-11-15,1321702,695885,577479
3548005,Santo Antônio de Posse,23742,2021-11-15,34782,18435,15670
3548104,Santo Antônio do Jardim,5926,2021-11-15,10349,5089,4825
3548203,Santo Antônio do Pinhal,6843,2021-11-15,12656,6380,5904
3548500,Santos,433991,2021-11-15,750763,365910,327587
3548609,São Bento do Sapucaí,10907,2021-11-15,22043,10934,10356
3548708,São Bernardo do Campo,849874,2021-11-15,1304573,655758,603975
3548807,São Caetano do Sul,162763,2021-11-15,301648,147220,138935
3548906,São Carlos,256915,2021-11-15,397905,200220,183393
3549102,São João da Boa Vista,92315,2021-11-15,150104,74424,68574
3549409,São Joaquim da Barra,52737,2021-11-15,91486,45905,42979
3549706,São José do Rio Pardo,55298,2021-11-15,100590,50363,45236
3549805,São José do Rio Preto,469173,2021-11-15,692548,341538,320904
3549904,São José dos Campos,737310,2021-11-15,1075794,554087,487003
3549953,São Lourenço da Serra,16127,2021-11-15,23476,12443,10537
3550308,São Paulo,12396372,2021-11-15,19518855,10009915,8845597
3550407,São Pedro,36298,2021-11-15,63234,33629,27741
3550605,São Roque,93076,2021-11-15,143954,76584,62944
3550704,São Sebastião,91637,2021-11-15,114178,60225,52171
3550803,São Sebastião da Grama,12137,2021-11-15,20255,9885,9608
3551009,São Vicente,370839,2021-11-15,562016,288376,247663
3551504,Serrana,46166,2021-11-15,25100,13233,9997
3551603,Serra Negra,29669,2021-11-15,43828,21618,20259
3552106,Socorro,41690,2021-11-15,72950,36100,34178
3552205,Sorocaba,695328,2021-11-15,1060897,556310,480192
3552403,Sumaré,289875,2021-11-15,393243,210687,177494
3552502,Suzano,303397,2021-11-15,426070,230550,186885
3552601,Tabapuã,12561,2021-11-15,21827,10604,10122
3552700,Tabatinga,16787,2021-11-15,27192,13704,12661
3552809,Taboão da Serra,297528,2021-11-15,522033,274022,238027
3553005,Taguaí,14415,2021-11-15,23846,11946,11248
3553104,Taiaçu,6346,2021-11-15,11792,5658,5507
3553500,Tapiraí,7725,2021-11-15,12557,6194,5993
3553609,Tapiratiba,12940,2021-11-15,25391,12488,11891
3553708,Taquaritinga,57547,2021-11-15,90986,43657,43160
3553856,Taquarivaí,5968,2021-11-15,9067,4773,4187
3554003,Tatuí,124134,2021-11-15,205284,106520,93777
3554102,Taubaté,320820,2021-11-15,495570,250872,229330
3554300,Teodoro Sampaio,23395,2021-11-15,36069,18440,16706
3554409,Terra Roxa,9502,2021-11-15,15185,7444,7141
3554904,Três Fronteiras,5856,2021-11-15,9873,4762,4516
3555406,Ubatuba,92819,2021-11-15,135246,72688,59549
3555505,Ubirajara,4828,2021-11-15,5463,2802,2427
3555604,Uchoa,10191,2021-11-15,17962,8414,8520
3555901,Uru,1142,2021-11-15,2409,1139,1147
3556107,Valentim Gentil,13732,2021-11-15,24854,12280,11819
3556206,Valinhos,133169,2021-11-15,187195,93083,87016
3556305,Valparaíso,27154,2021-11-15,38072,19265,17718
3556404,Vargem Grande do Sul,43368,2021-11-15,68090,33778,31919
3556453,Vargem Grande Paulista,54315,2021-11-15,85940,45505,39059
3556503,Várzea Paulista,124269,2021-11-15,155217,81266,72381
3556701,Vinhedo,81516,2021-11-15,126774,64647,58856
3557006,Votorantim,124468,2021-11-15,192231,100363,88170
3557105,Votuporanga,96106,2021-11-15,160292,79238,73395
4100400,Almirante Tamandaré,121420,2021-11-15,126810,73128,53549
4100509,Altônia,22293,2021-11-15,30732,16128,13454
4100806,Alvorada do Sul,11598,2021-11-15,14724,8150,6210
4101002,Ampére,19466,2021-11-15,28266,15159,12460
4101408,Apucarana,137438,2021-11-15,187070,102410,82518
4101507,Arapongas,126545,2021-11-15,175773,96800,74578
4101606,Arapoti,28480,2021-11-15,38568,21425,16687
4101804,Araucária,148522,2021-11-15,230381,127956,100296
4102000,Assis Chateaubriand,33306,2021-11-15,49681,26385,21281
4102208,Atalaia,3871,2021-11-15,7397,3781,3332
4102307,Balsa Nova,13238,2021-11-15,26293,14198,11719
4102406,Bandeirantes,31061,2021-11-15,50177,27047,21961
4102505,Barbosa Ferraz,11287,2021-11-15,16064,9095,6856
4102901,Bituruna,16411,2021-11-15,25059,13846,10824
4103057,Boa Vista da Aparecida,7524,2021-11-15,13369,7668,5373
4103305,Borrazópolis,6290,2021-11-15,12399,6482,5400
4103701,Cambé,108126,2021-11-15,148380,81855,64819
4103800,Cambira,7967,2021-11-15,10957,6023,4663
4103958,Campina do Simão,3831,2021-11-15,6970,3962,2959
4104303,Campo Mourão,96102,2021-11-15,156854,85612,68284
4104402,Cândido de Abreu,14606,2021-11-15,21229,12164,8716
