Date,IBGE6,Type,N
2021-01-27,171670,First Doe,6
2021-01-27,171700,First Doe,1
2021-01-27,171750,First Doe,2
2021-01-27,171780,First Doe,1
2021-01-27,171790,First Doe,2
2021-01-27,171820,First Doe,68
2021-01-27,171830,First Doe,2
2021-01-27,171840,First Doe,1
2021-01-27,171855,First Doe,3
2021-01-27,171865,First Doe,1
2021-01-27,171870,First Doe,1
2021-01-27,171875,First Doe,3
2021-01-27,171886,First Doe,9
2021-01-27,171888,First Doe,1
2021-01-27,171890,First Doe,5
2021-01-27,171900,First Doe,1
2021-01-27,172015,First Doe,1
2021-01-27,172025,First Doe,5
2021-01-27,172049,First Doe,3
2021-01-27,172065,First Doe,1
2021-01-27,172080,First Doe,3
2021-01-27,172085,First Doe,1
2021-01-27,172090,First Doe,4
2021-01-27,172097,First Doe,3
2021-01-27,172100,First Doe,421
2021-01-27,172110,First Doe,86
2021-01-27,172120,First Doe,91
2021-01-27,172130,First Doe,1
2021-01-27,172208,First Doe,3
2021-01-27,172210,First Doe,9
2021-01-27,210005,First Doe,1
2021-01-27,210140,First Doe,1
2021-01-27,210280,First Doe,1
2021-01-27,210300,First Doe,1
2021-01-27,210340,First Doe,1
2021-01-27,210530,First Doe,2
2021-01-27,210900,First Doe,2
2021-01-27,210950,First Doe,1
2021-01-27,211190,First Doe,1
2021-01-27,220390,First Doe,1
2021-01-27,220900,First Doe,1
2021-01-27,230730,First Doe,1
2021-01-27,240520,First Doe,1
2021-01-27,290320,First Doe,1
2021-01-27,291955,First Doe,1
2021-01-27,293290,First Doe,1
2021-01-27,311260,First Doe,1
2021-01-27,313670,First Doe,1
2021-01-27,314330,First Doe,1
2021-01-27,317010,First Doe,1
2021-01-27,353060,First Doe,1
2021-01-27,354980,First Doe,2
2021-01-27,355030,First Doe,3
2021-01-27,410430,First Doe,1
2021-01-27,410490,First Doe,1
2021-01-27,411850,First Doe,1
2021-01-27,500660,First Doe,2
2021-01-27,510760,First Doe,1
2021-01-27,520140,First Doe,1
2021-01-27,520357,First Doe,1
2021-01-27,520450,First Doe,1
2021-01-27,520490,First Doe,2
2021-01-27,520510,First Doe,1
2021-01-27,520860,First Doe,1
2021-01-27,520870,First Doe,4
2021-01-27,521010,First Doe,1
2021-01-27,521400,First Doe,1
2021-01-27,521800,First Doe,2
2021-01-27,522020,First Doe,1
2021-01-27,522180,First Doe,1
2021-01-27,530010,First Doe,3
2021-01-28,110020,First Doe,1
2021-01-28,130260,First Doe,1
2021-01-28,140010,First Doe,1
2021-01-28,150140,First Doe,4
2021-01-28,150270,First Doe,3
2021-01-28,150420,First Doe,2
2021-01-28,150543,First Doe,1
2021-01-28,150553,First Doe,2
2021-01-28,150613,First Doe,1
2021-01-28,150670,First Doe,1
2021-01-28,170030,First Doe,3
2021-01-28,170030,Second Doe,1
2021-01-28,170035,First Doe,3
2021-01-28,170070,First Doe,7
2021-01-28,170100,First Doe,3
2021-01-28,170105,First Doe,1
2021-01-28,170110,First Doe,3
2021-01-28,170130,First Doe,1
2021-01-28,170190,First Doe,1
2021-01-28,170200,First Doe,8
2021-01-28,170210,First Doe,157
2021-01-28,170220,First Doe,15
2021-01-28,170230,First Doe,44
2021-01-28,170240,First Doe,4
2021-01-28,170255,First Doe,4
2021-01-28,170270,First Doe,2
2021-01-28,170290,First Doe,1
2021-01-28,170300,First Doe,3
2021-01-28,170305,First Doe,2
2021-01-28,170307,First Doe,1
2021-01-28,170310,First Doe,3
2021-01-28,170320,First Doe,1
2021-01-28,170370,First Doe,1
2021-01-28,170380,First Doe,8
2021-01-28,170382,First Doe,1
2021-01-28,170388,First Doe,2
2021-01-28,170390,First Doe,2
2021-01-28,170410,First Doe,1
2021-01-28,170460,First Doe,1
2021-01-28,170510,First Doe,5
2021-01-28,170550,First Doe,18
2021-01-28,170555,First Doe,1
2021-01-28,170560,First Doe,1
2021-01-28,170600,First Doe,1
2021-01-28,170600,Second Doe,1
2021-01-28,170610,First Doe,36
2021-01-28,170625,First Doe,17
2021-01-28,170650,First Doe,1
2021-01-28,170720,First Doe,3
2021-01-28,170730,First Doe,2
2021-01-28,170740,First Doe,3
2021-01-28,170755,First Doe,15
2021-01-28,170765,First Doe,1
2021-01-28,170820,First Doe,43
2021-01-28,170825,First Doe,11
2021-01-28,170830,First Doe,1
2021-01-28,170900,First Doe,69
2021-01-28,170930,First Doe,14
2021-01-28,170950,First Doe,51
2021-01-28,170980,First Doe,1
2021-01-28,171050,First Doe,19
2021-01-28,171050,Second Doe,1
2021-01-28,171070,First Doe,1
2021-01-28,171090,First Doe,2
2021-01-28,171110,First Doe,1
2021-01-28,171180,First Doe,2
2021-01-28,171190,First Doe,13
2021-01-28,171195,First Doe,1
2021-01-28,171200,First Doe,2
2021-01-28,171215,First Doe,2
2021-01-28,171245,First Doe,2
2021-01-28,171250,First Doe,2
2021-01-28,171270,First Doe,1
2021-01-28,171280,First Doe,1
2021-01-28,171320,First Doe,23
2021-01-28,171330,First Doe,12
2021-01-28,171360,First Doe,1
2021-01-28,171370,First Doe,2
2021-01-28,171380,First Doe,2
2021-01-28,171420,First Doe,3
2021-01-28,171430,First Doe,2
2021-01-28,171500,First Doe,1
2021-01-28,171510,First Doe,5
2021-01-28,171575,First Doe,5
2021-01-28,171610,First Doe,21
2021-01-28,171650,First Doe,6
2021-01-28,171660,First Doe,15
2021-01-28,171665,First Doe,1
2021-01-28,171670,First Doe,6
2021-01-28,171750,First Doe,6
2021-01-28,171790,First Doe,3
2021-01-28,171820,First Doe,35
2021-01-28,171840,First Doe,1
2021-01-28,171845,First Doe,2
2021-01-28,171850,First Doe,2
2021-01-28,171855,First Doe,4
2021-01-28,171865,First Doe,1
2021-01-28,171870,First Doe,1
2021-01-28,171875,First Doe,4
2021-01-28,171884,First Doe,1
2021-01-28,171886,First Doe,4
2021-01-28,171889,First Doe,2
2021-01-28,171890,First Doe,3
2021-01-28,171900,First Doe,1
2021-01-28,172010,First Doe,25
2021-01-28,172049,First Doe,2
2021-01-28,172065,First Doe,2
2021-01-28,172080,First Doe,4
2021-01-28,172090,First Doe,3
2021-01-28,172097,First Doe,1
2021-01-28,172100,First Doe,565
2021-01-28,172110,First Doe,22
2021-01-28,172120,First Doe,23
2021-01-28,172130,First Doe,1
2021-01-28,172208,First Doe,5
2021-01-28,172210,First Doe,1
2021-01-28,210050,First Doe,1
2021-01-28,210140,First Doe,1
2021-01-28,210280,First Doe,4
2021-01-28,210405,First Doe,1
2021-01-28,210408,First Doe,1
2021-01-28,210530,First Doe,8
2021-01-28,211270,First Doe,1
2021-01-28,221100,First Doe,1
2021-01-28,230250,First Doe,1
2021-01-28,250280,First Doe,1
2021-01-28,250400,First Doe,1
2021-01-28,260050,First Doe,1
2021-01-28,261260,First Doe,1
2021-01-28,310350,First Doe,1
2021-01-28,310510,First Doe,1
2021-01-28,310860,First Doe,1
2021-01-28,330455,First Doe,1
2021-01-28,351110,First Doe,1
2021-01-28,351550,First Doe,1
2021-01-28,351880,First Doe,1
2021-01-28,353060,First Doe,1
2021-01-28,354340,First Doe,1
2021-01-28,354900,First Doe,1
2021-01-28,355030,First Doe,3
2021-01-28,355410,First Doe,1
2021-01-28,412380,First Doe,1
2021-01-28,412405,First Doe,1
2021-01-28,412680,First Doe,1
2021-01-28,420240,First Doe,1
2021-01-28,431680,First Doe,1
2021-01-28,510895,First Doe,1
2021-01-28,520110,First Doe,1
2021-01-28,520140,First Doe,4
2021-01-28,520170,First Doe,1
2021-01-28,520551,First Doe,1
2021-01-28,520870,First Doe,10
2021-01-28,521308,First Doe,1
2021-01-28,521400,First Doe,1
2021-01-28,521525,First Doe,2
2021-01-28,521800,First Doe,3
2021-01-28,521860,First Doe,1
2021-01-28,522020,First Doe,2
2021-01-28,522045,First Doe,2
2021-01-28,522185,First Doe,1
2021-01-28,530010,First Doe,2
2021-01-29,150050,First Doe,1
2021-01-29,150080,First Doe,1
2021-01-29,150175,First Doe,1
2021-01-29,150270,First Doe,2
2021-01-29,150553,First Doe,1
2021-01-29,150658,First Doe,1
2021-01-29,170025,First Doe,3
2021-01-29,170030,First Doe,3
2021-01-29,170035,First Doe,1
2021-01-29,170040,First Doe,1
2021-01-29,170070,First Doe,9
2021-01-29,170100,First Doe,6
2021-01-29,170110,First Doe,1
2021-01-29,170190,First Doe,27
2021-01-29,170200,First Doe,6
2021-01-29,170210,First Doe,126
2021-01-29,170220,First Doe,1
2021-01-29,170240,First Doe,1
2021-01-29,170255,First Doe,2
2021-01-29,170290,First Doe,13
2021-01-29,170300,First Doe,3
2021-01-29,170305,First Doe,1
2021-01-29,170310,First Doe,9
2021-01-29,170386,First Doe,18
2021-01-29,170389,First Doe,1
2021-01-29,170390,First Doe,1
2021-01-29,170410,First Doe,1
2021-01-29,170550,First Doe,9
2021-01-29,170555,First Doe,1
2021-01-29,170560,First Doe,3
2021-01-29,170610,First Doe,5
2021-01-29,170650,First Doe,1
2021-01-29,170700,First Doe,1
2021-01-29,170710,First Doe,6
2021-01-29,170720,First Doe,19
2021-01-29,170730,First Doe,1
2021-01-29,170755,First Doe,8
2021-01-29,170765,First Doe,10
2021-01-29,170820,First Doe,26
2021-01-29,170830,First Doe,3
2021-01-29,170900,First Doe,5
2021-01-29,170930,First Doe,18
2021-01-29,170950,First Doe,129
2021-01-29,171050,First Doe,15
2021-01-29,171110,First Doe,3
2021-01-29,171150,First Doe,2
2021-01-29,171190,First Doe,37
2021-01-29,171195,First Doe,4
2021-01-29,171200,First Doe,28
2021-01-29,171240,First Doe,1
2021-01-29,171250,First Doe,2
2021-01-29,171280,First Doe,1
2021-01-29,171320,First Doe,20
2021-01-29,171330,First Doe,8
2021-01-29,171360,First Doe,5
2021-01-29,171380,First Doe,2
2021-01-29,171420,First Doe,17
2021-01-29,171500,First Doe,6
2021-01-29,171510,First Doe,3
2021-01-29,171575,First Doe,6
2021-01-29,171610,First Doe,28
2021-01-29,171620,First Doe,2
2021-01-29,171630,First Doe,1
2021-01-29,171650,First Doe,6
2021-01-29,171660,First Doe,14
2021-01-29,171670,First Doe,5
2021-01-29,171700,First Doe,1
2021-01-29,171750,First Doe,11
2021-01-29,171790,First Doe,3
2021-01-29,171820,First Doe,32
2021-01-29,171840,First Doe,1
2021-01-29,171845,First Doe,1
2021-01-29,171855,First Doe,5
2021-01-29,171870,First Doe,1
2021-01-29,171875,First Doe,1
2021-01-29,171880,First Doe,3
2021-01-29,171884,First Doe,2
2021-01-29,171886,First Doe,1
2021-01-29,171889,First Doe,1
2021-01-29,171890,First Doe,1
2021-01-29,171900,First Doe,7
2021-01-29,172010,First Doe,1
2021-01-29,172015,First Doe,1
2021-01-29,172020,First Doe,1
2021-01-29,172049,First Doe,5
2021-01-29,172065,First Doe,5
2021-01-29,172080,First Doe,2
2021-01-29,172085,First Doe,2
2021-01-29,172093,First Doe,1
2021-01-29,172097,First Doe,1
2021-01-29,172100,First Doe,347
2021-01-29,172110,First Doe,1
2021-01-29,172120,First Doe,77
2021-01-29,172130,First Doe,3
2021-01-29,172208,First Doe,5
2021-01-29,172210,First Doe,6
2021-01-29,210050,First Doe,1
2021-01-29,210232,First Doe,1
2021-01-29,210405,First Doe,1
2021-01-29,210530,First Doe,2
2021-01-29,210750,First Doe,1
2021-01-29,210900,First Doe,1
2021-01-29,210970,First Doe,1
2021-01-29,211105,First Doe,1
2021-01-29,211130,First Doe,2
2021-01-29,220220,First Doe,1
2021-01-29,230770,First Doe,1
2021-01-29,310620,First Doe,2
2021-01-29,315250,First Doe,1
2021-01-29,330455,First Doe,1
2021-01-29,354850,First Doe,1
2021-01-29,354870,First Doe,1
2021-01-29,355030,First Doe,3
2021-01-29,355220,First Doe,1
2021-01-29,355410,First Doe,1
2021-01-29,355710,First Doe,1
2021-01-29,410480,First Doe,1
2021-01-29,500830,First Doe,1
2021-01-29,510335,First Doe,1
2021-01-29,510792,First Doe,1
2021-01-29,520010,First Doe,1
2021-01-29,520110,First Doe,1
2021-01-29,520140,First Doe,1
2021-01-29,520450,First Doe,1
2021-01-29,520490,First Doe,2
2021-01-29,520650,First Doe,1
2021-01-29,520870,First Doe,8
2021-01-29,521120,First Doe,1
2021-01-29,521375,First Doe,1
2021-01-29,521630,First Doe,1
2021-01-29,521880,First Doe,1
2021-01-29,521945,First Doe,1
2021-01-29,521970,First Doe,1
2021-01-29,522020,First Doe,2
2021-01-29,530010,First Doe,7
2021-01-30,150270,First Doe,1
2021-01-30,150618,First Doe,1
2021-01-30,150840,First Doe,1
2021-01-30,170190,First Doe,1
2021-01-30,170550,First Doe,1
2021-01-30,170600,First Doe,7
2021-01-30,170720,First Doe,1
2021-01-30,170950,First Doe,1
2021-01-30,171330,First Doe,9
2021-01-30,171820,First Doe,1
2021-01-30,171840,First Doe,1
2021-01-30,171870,First Doe,1
2021-01-30,172100,First Doe,23
2021-01-30,172100,Second Doe,1
2021-01-30,172208,First Doe,1
2021-01-30,172210,First Doe,1
2021-01-30,210095,First Doe,1
2021-01-30,211160,First Doe,1
2021-01-30,293070,First Doe,1
2021-01-30,330420,First Doe,1
2021-01-30,520870,First Doe,1
2021-01-31,170190,First Doe,2
2021-01-31,170980,First Doe,2
2021-01-31,171270,First Doe,1
2021-01-31,171500,First Doe,1
2021-01-31,171610,First Doe,1
2021-01-31,171820,First Doe,1
2021-01-31,172100,First Doe,11
2021-01-31,172130,First Doe,4
2021-01-31,211160,First Doe,1
2021-01-31,354425,First Doe,1
2021-01-31,520860,First Doe,1
2021-01-31,521486,First Doe,1
2021-02-01,150034,First Doe,1
2021-02-01,150215,First Doe,1
2021-02-01,150553,First Doe,1
2021-02-01,170030,First Doe,20
2021-02-01,170035,First Doe,1
2021-02-01,170070,First Doe,4
2021-02-01,170100,First Doe,1
2021-02-01,170105,First Doe,2
2021-02-01,170110,First Doe,7
2021-02-01,170130,First Doe,10
2021-02-01,170200,First Doe,29
2021-02-01,170210,First Doe,28
2021-02-01,170215,First Doe,11
2021-02-01,170220,First Doe,6
2021-02-01,170240,First Doe,2
2021-02-01,170255,First Doe,31
2021-02-01,170270,First Doe,1
2021-02-01,170300,First Doe,3
2021-02-01,170305,First Doe,1
2021-02-01,170310,First Doe,9
2021-02-01,170330,First Doe,2
2021-02-01,170360,First Doe,10
2021-02-01,170370,First Doe,1
2021-02-01,170380,First Doe,3
2021-02-01,170384,First Doe,1
2021-02-01,170386,First Doe,1
2021-02-01,170388,First Doe,1
2021-02-01,170389,First Doe,2
2021-02-01,170390,First Doe,2
2021-02-01,170460,First Doe,8
2021-02-01,170550,First Doe,15
2021-02-01,170555,First Doe,28
2021-02-01,170600,First Doe,9
2021-02-01,170610,First Doe,3
2021-02-01,170625,Second Doe,2
2021-02-01,170650,First Doe,2
2021-02-01,170700,First Doe,4
2021-02-01,170710,First Doe,1
2021-02-01,170720,First Doe,9
2021-02-01,170730,First Doe,8
2021-02-01,170765,First Doe,14
2021-02-01,170770,First Doe,19
2021-02-01,170820,First Doe,41
2021-02-01,170825,First Doe,8
2021-02-01,170830,First Doe,2
2021-02-01,170900,First Doe,5
2021-02-01,170930,First Doe,14
2021-02-01,170950,First Doe,20
2021-02-01,171050,First Doe,31
2021-02-01,171090,First Doe,1
2021-02-01,171110,First Doe,1
2021-02-01,171150,First Doe,16
2021-02-01,171190,First Doe,7
2021-02-01,171195,First Doe,4
2021-02-01,171200,First Doe,3
2021-02-01,171270,First Doe,1
2021-02-01,171320,First Doe,8
2021-02-01,171330,First Doe,14
2021-02-01,171360,First Doe,8
2021-02-01,171370,First Doe,4
2021-02-01,171380,First Doe,2
2021-02-01,171420,First Doe,3
2021-02-01,171488,First Doe,8
2021-02-01,171488,Second Doe,1
2021-02-01,171500,First Doe,2
2021-02-01,171510,First Doe,18
2021-02-01,171525,First Doe,9
2021-02-01,171550,First Doe,4
2021-02-01,171575,First Doe,4
2021-02-01,171610,First Doe,8
2021-02-01,171630,First Doe,1
2021-02-01,171650,First Doe,13
2021-02-01,171660,First Doe,5
2021-02-01,171670,First Doe,3
2021-02-01,171700,First Doe,3
2021-02-01,171750,First Doe,19
2021-02-01,171790,First Doe,3
2021-02-01,171800,First Doe,11
2021-02-01,171820,First Doe,6
2021-02-01,171830,First Doe,10
2021-02-01,171840,First Doe,2
2021-02-01,171850,First Doe,11
2021-02-01,171855,First Doe,1
2021-02-01,171870,First Doe,1
2021-02-01,171875,First Doe,1
2021-02-01,171884,First Doe,2
2021-02-01,171886,First Doe,6
2021-02-01,171888,First Doe,3
2021-02-01,171889,First Doe,2
2021-02-01,171890,First Doe,30
2021-02-01,171900,First Doe,7
2021-02-01,172000,First Doe,10
2021-02-01,172010,First Doe,16
2021-02-01,172020,First Doe,1
2021-02-01,172049,First Doe,20
2021-02-01,172065,First Doe,9
2021-02-01,172080,First Doe,42
2021-02-01,172080,Second Doe,1
2021-02-01,172085,First Doe,10
2021-02-01,172097,First Doe,20
2021-02-01,172100,First Doe,128
2021-02-01,172110,First Doe,25
2021-02-01,172110,Second Doe,1
2021-02-01,172120,First Doe,14
2021-02-01,172125,First Doe,13
2021-02-01,172210,First Doe,2
2021-02-01,210005,First Doe,1
2021-02-01,210280,First Doe,2
2021-02-01,210405,First Doe,1
2021-02-01,210530,First Doe,3
2021-02-01,210600,First Doe,1
2021-02-01,210900,First Doe,1
2021-02-01,230270,First Doe,1
2021-02-01,290320,First Doe,1
2021-02-01,291080,First Doe,1
2021-02-01,291955,First Doe,1
2021-02-01,355030,First Doe,1
2021-02-01,410410,First Doe,1
2021-02-01,412650,First Doe,1
2021-02-01,520450,First Doe,1
2021-02-01,520490,First Doe,1
2021-02-01,520870,First Doe,2
2021-02-01,521880,First Doe,2
2021-02-01,522010,First Doe,1
2021-02-01,522020,First Doe,1
2021-02-01,522140,First Doe,1
2021-02-02,150140,First Doe,1
2021-02-02,150157,First Doe,1
2021-02-02,150270,First Doe,2
2021-02-02,150293,First Doe,1
2021-02-02,150613,First Doe,1
2021-02-02,150720,First Doe,1
2021-02-02,150800,First Doe,1
2021-02-02,150840,First Doe,1
2021-02-02,170030,First Doe,8
2021-02-02,170035,First Doe,12
2021-02-02,170040,First Doe,1
2021-02-02,170070,First Doe,23
2021-02-02,170100,First Doe,20
2021-02-02,170105,First Doe,5
2021-02-02,170110,First Doe,6
2021-02-02,170110,Second Doe,1
2021-02-02,170130,First Doe,2
2021-02-02,170190,First Doe,1
2021-02-02,170200,First Doe,16
2021-02-02,170210,First Doe,23
2021-02-02,170215,First Doe,10
2021-02-02,170220,First Doe,2
2021-02-02,170230,First Doe,1
2021-02-02,170240,First Doe,3
2021-02-02,170255,First Doe,31
2021-02-02,170270,First Doe,19
2021-02-02,170290,First Doe,8
2021-02-02,170300,First Doe,6
2021-02-02,170310,First Doe,3
2021-02-02,170330,First Doe,8
2021-02-02,170360,First Doe,8
2021-02-02,170380,First Doe,1
2021-02-02,170384,First Doe,1
2021-02-02,170386,First Doe,9
2021-02-02,170388,First Doe,1
2021-02-02,170390,First Doe,2
2021-02-02,170410,First Doe,18
2021-02-02,170460,First Doe,1
2021-02-02,170550,First Doe,9
2021-02-02,170555,First Doe,2
2021-02-02,170600,First Doe,2
2021-02-02,170610,First Doe,10
2021-02-02,170650,First Doe,1
2021-02-02,170700,First Doe,2
2021-02-02,170710,First Doe,3
2021-02-02,170730,First Doe,11
2021-02-02,170740,First Doe,1
2021-02-02,170765,First Doe,5
2021-02-02,170820,First Doe,43
2021-02-02,170820,Second Doe,1
2021-02-02,170825,First Doe,1
2021-02-02,170830,First Doe,4
2021-02-02,170900,First Doe,27
2021-02-02,170930,First Doe,77
2021-02-02,170950,First Doe,159
2021-02-02,170950,Second Doe,3
2021-02-02,171050,First Doe,19
2021-02-02,171070,First Doe,12
2021-02-02,171090,First Doe,9
2021-02-02,171150,First Doe,1
2021-02-02,171190,First Doe,8
2021-02-02,171200,First Doe,10
2021-02-02,171215,First Doe,8
2021-02-02,171245,First Doe,1
2021-02-02,171250,First Doe,1
2021-02-02,171270,First Doe,2
2021-02-02,171320,First Doe,15
2021-02-02,171330,First Doe,9
2021-02-02,171360,First Doe,1
2021-02-02,171370,First Doe,1
2021-02-02,171420,First Doe,9
2021-02-02,171488,First Doe,2
2021-02-02,171500,First Doe,2
2021-02-02,171510,First Doe,3
2021-02-02,171515,First Doe,20
2021-02-02,171525,Second Doe,1
2021-02-02,171550,First Doe,1
2021-02-02,171575,First Doe,4
2021-02-02,171610,First Doe,223
2021-02-02,171620,First Doe,19
2021-02-02,171650,First Doe,33
2021-02-02,171650,Second Doe,1
2021-02-02,171660,First Doe,3
2021-02-02,171665,First Doe,1
2021-02-02,171670,First Doe,4
2021-02-02,171700,First Doe,2
2021-02-02,171720,First Doe,9
2021-02-02,171750,First Doe,14
2021-02-02,171780,First Doe,10
2021-02-02,171790,First Doe,8
2021-02-02,171820,First Doe,38
2021-02-02,171845,First Doe,1
2021-02-02,171855,First Doe,6
2021-02-02,171865,First Doe,9
2021-02-02,171870,First Doe,3
2021-02-02,171875,First Doe,2
2021-02-02,171884,First Doe,19
2021-02-02,171886,First Doe,41
2021-02-02,171889,First Doe,10
2021-02-02,171900,First Doe,1
2021-02-02,172000,First Doe,9
2021-02-02,172015,First Doe,2
2021-02-02,172020,First Doe,2
2021-02-02,172025,First Doe,9
2021-02-02,172049,First Doe,1
2021-02-02,172065,First Doe,15
2021-02-02,172080,First Doe,20
2021-02-02,172090,First Doe,2
2021-02-02,172100,First Doe,362
2021-02-02,172100,Second Doe,2
2021-02-02,172110,First Doe,12
2021-02-02,172110,Second Doe,1
2021-02-02,172120,First Doe,56
2021-02-02,172120,Second Doe,1
2021-02-02,172130,First Doe,12
2021-02-02,172210,First Doe,9
2021-02-02,210005,First Doe,2
2021-02-02,210140,First Doe,1
2021-02-02,210405,First Doe,1
2021-02-02,210530,First Doe,5
2021-02-02,210950,First Doe,1
2021-02-02,211130,First Doe,1
2021-02-02,220170,First Doe,1
2021-02-02,220390,First Doe,1
2021-02-02,221100,First Doe,1
2021-02-02,230730,First Doe,1
2021-02-02,310620,First Doe,2
2021-02-02,311860,Second Doe,1
2021-02-02,314810,First Doe,1
2021-02-02,330330,First Doe,1
2021-02-02,330455,First Doe,1
2021-02-02,352680,First Doe,1
2021-02-02,353475,First Doe,1
2021-02-02,354980,First Doe,1
2021-02-02,355030,First Doe,3
2021-02-02,355500,First Doe,1
2021-02-02,411400,First Doe,1
2021-02-02,420460,First Doe,1
2021-02-02,510025,First Doe,1
2021-02-02,510777,First Doe,1
2021-02-02,510860,First Doe,1
